상호명,도로명주소,업종,전화번호,경도,위도
유레카수학전문학원,경기 용인시 기흥구 동백동 598 백현마을중앙프라자 203,학원 - 보습학원,031-286-1377,127.1596441,37.282417
삼일시스템,"경기 용인시 기흥구 동백8로 27 1506동 1504호(동백동, 호수마을휴먼시아)",회원제형태 - 기타4,031-334-2323,127.1549698,37.2867526
다함인터내셔날(주),경기 용인시 기흥구 석성로521번길 14-1 (동백동),용역 서비스 - 소프트웨어,070-7520-7818,127.1565018,37.2899209
에이피엠,"경기 용인시 기흥구 동백7로 95,104 백현마을한라비발디상가동 (동백동)",유통업 영리 - 슈퍼마켓,031-285-4888,127.1613136,37.2807873
제이엔피,경기 용인시 기흥구 평촌1로1번길 16 (동백동),레져용품 - 스포츠?레져용품,031-285-3960,127.152455,37.283598
프라임에듀학원,"경기 용인시 기흥구 동백7로 79, 두빈빌딩지상6층 601호 (동백동)",학원 - 보습학원,070-4201-5557,127.159977,37.2817305
GY인테리어,경기 용인시 기흥구 평촌1로1번길 7-1 (동백동)103,건축자재 - 인테리어전문,031-286-4131,127.1535258,37.2833779
주식회사참맛뜰/화춘옥,경기 용인시 기흥구 동백죽전대로 483 (동백동),일반휴게음식 - 일반한식,031-8005-7900,127.1513796,37.281844
TNC용인기흥점,"경기 용인시 기흥구 평촌2로2번길 3-4 (동백동,1층상가)",자동차정비 유지 - 카인테리어,031-285-9427,127.1532232,37.2822547
음악시간,경기 용인시 기흥구 동백8로 23 상가-102(동백동),레져용품 - 악기점,031-274-4393,127.1533461,37.2857682
멕시카나,경기 용인시 기흥구 동백죽전대로 455-17 (동백동) 상가 B102-1호,일반휴게음식 - 스넥,031-8005-9282,127.1488602,37.2799399
제이케이통상,"경기 용인시 기흥구 동백7로 96 2314-1201(동백동,백현마을한라비발디)",회원제형태 - 기타4,031-893-3666,127.1608243,37.2800578
주공백현마트,경기 용인시 기흥구 동백동 584백현마을주공아파트제상가동105호,유통업 영리 - 슈퍼마켓,031-289-2004,127.1666843,37.2824524
에듀코리아,"경기 용인시 기흥구 평촌2로2번길 7-10 102(동백동,1층)",서적문구 - 기타서적문구,031-285-5818,127.1526568,37.2825943
포에이치컴퍼니,"경기 용인시 기흥구 동백8로 19 1604동 904호 (동백동,호수마을월드메르디앙)",회원제형태 - 기타4,031-287-4249,127.1529548,37.2867462
가인치과,"경기 용인시 기흥구 동백중앙로 356 4층 (동백동,지우프라자)",의원 - 치과의원,031-693-9477,127.159624,37.2824121
비비뷰티라인,"경기 용인시 기흥구 동백평촌로 43 201호 , 호수마을동보노빌리티상가동 (동백동)",보건위생 - 미용원,031-285-2796,127.1539935,37.2817878
보보스헤어,"경기 용인시 기흥구 평촌1로1번길 3, 1층102호(동백동, 102~103호)",보건위생 - 미용원,031-287-0034,127.1535381,37.2839434
봉구스밥버거동백점,경기 용인시 기흥구 동백중앙로 358-8 (동백동) 110,일반휴게음식 - 스넥,031-693-6282,127.160035,37.2820403
좋은친구카서비스,경기 용인시 기흥구 평촌1로8번길 10 (동백동),자동차정비 유지 - 자동차부품,031-693-6788,127.153109,37.2849725
프라다,경기 용인시 기흥구 평촌2로 3 (동백동),의류 - 정장,031-285-8809,127.153366,37.2817123
동백어썸팩토리독서실,"경기 용인시 기흥구 동백중앙로 358-6 (동백동,동백프라자)",학원 - 독서실,031-693-6836,127.1598318,37.2822031
도토리나무음악교습소,"경기 용인시 기흥구 동백죽전대로 455-10 (동백동,해든마을동문굿모닝힐)203",학원 - 예?체능계학원,031-289-9567,127.1511344,37.280707
블라블라모터스(BLAHBLAHMOTOS),"경기 용인시 기흥구 평촌1로8번길 7-15,1층 (동백동)",자동차정비 유지 - 카인테리어,031-286-2792,127.1521576,37.2848245
다니엘어학원,경기 용인시 기흥구 동백죽전대로556번길 50-1 2층 (동백동),회원제형태 - 학원,031-281-9182,127.156539,37.2873938
아델,"경기 용인시 기흥구 평촌1로1번길 7, 104호 (동백동)",보건위생 - 화장품,031-285-2995,127.1535268,37.2835545
연세해맑은피부과의원,"경기 용인시 기흥구 동백중앙로 358-19, 405호 406 (동백동,미래도프라자)",의원 - 의원,031-693-7582,127.1608964,37.2815742
아름다운머리,"경기 용인시 기흥구 동백8로 124, 상가-104호 (동백동)",보건위생 - 미용원,031-285-2004,127.1635982,37.2827048
카페스윗오븐,경기 용인시 기흥구 평촌2로1번길 19-1 (동백동),일반휴게음식 - 서양음식,,127.1545363,37.2803044
동백진치과의원,"경기 용인시 기흥구 동백중앙로 356, 지상4층 3호 (동백동,지우프라자)",의원 - 치과의원,031-693-9477,127.159624,37.2824121
죠스떡볶이 용인동백점,"경기 용인시 기흥구 동백7로 83, 102호 (동백동,중앙프라자)",일반휴게음식 - 스넥,031-286-0332,127.1604196,37.2816463
하나텔레콤백현,"경기 용인시 기흥구 동백중앙로 358-19, 113호 (동백동,미래도프라자)",사무통신 - 통신기기,031-282-1224,127.1608964,37.2815742
아리가또맘마동백점,"경기 용인시 기흥구 평촌2로1번길 19-1 (동백동,102호)",일반휴게음식 - 일반한식,031-274-1588,127.1545363,37.2803044
네이처마더,"경기 용인시 기흥구 동백8로 19, 1604동 104호 (동백동,호수마을월드메르디앙)",회원제형태 - 기타4,070-7607-7040,127.1529548,37.2867462
아쿠아포레스트,"경기 용인시 기흥구 평촌1로 5, 102호 103 (동백동)",문화.취미 - 수족관,031-284-3334,127.1530987,37.2840924
필즈수학학원,"경기 용인시 기흥구 동백7로 83, 207호 (동백동,중앙프라자)",학원 - 보습학원,070-8879-3437,127.1604196,37.2816463
미랑,"경기 용인시 기흥구 평촌2로2번길 3-9, 1층 1호 (동백동)",음료식품 - 기타음료식품,031-284-9686,127.1527296,37.2819927
비엔나음악교습소,"경기 용인시 기흥구 동백평촌로 74, 201 (동백동,상록롯데캐슬제상가동)",학원 - 예?체능계학원,031-679-8979,127.1560764,37.2795732
포르테피아노교습소,"경기 용인시 기흥구 동백8로 9 (동백동,호수마을자연앤데시앙상가동102호)",학원 - 예?체능계학원,031-893-5566,127.1510414,37.2869137
아이디아학원,"경기 용인시 기흥구 동백중앙로 356, 5층 3호 (동백동,지우프라자)",학원 - 보습학원,031-282-2572,127.159624,37.2824121
주식회사 사람꽃메디,"경기 용인시 기흥구 평촌2로1번길 8-9, ,102 (동백동)",보건위생 - 의료용품,031-287-2443,127.1532571,37.280941
지혜의샘학원,"경기 용인시 기흥구 동백중앙로 358-6, ,302(동백동,동백프라자) (동백동,동백프라자)",학원 - 보습학원,031-274-3090,127.1598318,37.2822031
용인백현씨앤씨미술학원,"경기 용인시 기흥구 동백7로 79, 202호 두빈빌딩 (동백동)",학원 - 예?체능계학원,031-274-5647,127.159977,37.2817305
아트샘미술교습소,"경기 용인시 기흥구 동백중앙로 358-6, 601호 (동백동,동백프라자)",학원 - 예?체능계학원,031-693-9633,127.1598318,37.2822031
오라헤어,"경기 용인시 기흥구 동백8로 68 (동백동,호수마을주공아파트나상가동102호)",보건위생 - 미용원,031-679-5033,127.1580903,37.2846285
튜닝플러스,경기 용인시 기흥구 평촌1로8번길 11-5 (동백동),자동차정비 유지 - 자동차부품,031-8005-7108,127.1526696,37.2851558
미나벨라여성의원,"경기 용인시 기흥구 동백중앙로 352, 2층 신동백빌딩 (동백동)",의원 - 의원,031-287-9911,127.1594371,37.2821547
조령한우직판장,"경기 용인시 기흥구 동백중앙로 358-12, 103(동백동,유타운상가)",음료식품 - 정육점,031-283-8362,127.1601975,37.2819869
삼성윈텍시스템,"경기 용인시 기흥구 평촌1로8번길 11-14 (동백동,102호)",전기제품 - 냉열기기,031-282-2778,127.1521854,37.2854158
바로서울치과,"경기 용인시 기흥구 동백7로 83 (동백동,중앙프라자302호)",의원 - 치과의원,031-287-2275,127.1604196,37.2816463
카메이저,"경기 용인시 기흥구 평촌1로7번길 6 (동백동,1층상가)",자동차정비 유지 - 자동차정비,031-282-6510,127.1527961,37.2837359
행복과일,경기 용인시 기흥구 평촌2로 9 (동백동),음료식품 - 농?축?수산품,031-261-0815,127.1526779,37.2816138
주식회사미라클코퍼레이션/콩사랑청국장,경기 용인시 기흥구 석성로521번길 14-1 (동백동),일반휴게음식 - 일반한식,031-286-6096,127.1565018,37.2899209
아벤,"경기 용인시 기흥구 동백죽전대로 455-17 (동백동,동원로얄듀크아파트102-1703)",회원제형태 - 기타1,031-285-7082,127.1488602,37.2799399
모두가정의원,경기 용인시 기흥구 동백7로 79 302호 두빈빌딩 (동백동),의원 - 의원,031-275-0005,127.159977,37.2817305
(주)유캔영어학원,경기 용인시 기흥구 동백7로 73 701호 (동백동),회원제형태 - 학원,031-285-0081,127.1595859,37.2820153
모다수,경기 용인시 기흥구 평촌2로1번길 24-1 1605-1304(동백동),의류 - 정장,031-274-1077,127.1539784,37.2801012
원펏,경기 용인시 기흥구 평촌1로8번길 5-11 (동백동)1층,레져용품 - 골프용품 전문점,070-8237-7327,127.1523111,37.2844564
동백정철어학원,"경기 용인시 기흥구 동백7로 79,501(동백동,두빈빌딩)",학원 - 외국어학원,031-693-9905,127.159977,37.2817305
에이치티실용음악학원,"경기 용인시 기흥구 동백중앙로 358-12 (동백동,백현마을유타운상가601호)",학원 - 예?체능계학원,070-4214-3576,127.1601975,37.2819869
매쓰루동백수학교습소,"경기 용인시 기흥구 동백평촌로 15 상가-204(동백동,호수마을계룡리슈빌)",회원제형태 - 학원,031-285-6123,127.1549061,37.2847236
수학전문매쓰업학원,경기 용인시 기흥구 평촌2로2번길 11-10 1층 (동백동),학원 - 보습학원,031-285-8324,127.1526708,37.2829602
GS25동백여강점,"경기 용인시 기흥구 동백7로 77 104호(동백동,598-7,여강빌딩)",유통업 영리 - 편 의 점,080-555-2525,127.1597818,37.2818567
용인대동백최고태권도,경기 용인시 기흥구 동백중앙로 358-12 201호 유타운상가 (동백동),학원 - 예?체능계학원,031-274-1190,127.1601975,37.2819869
이화자람아동발달센터,경기 용인시 기흥구 동백중앙로 358-12 501호 유타운상가 (동백동),보건위생 - 기타대인서비스,031-283-5242,127.1601975,37.2819869
진선원예,경기 용인시 기흥구 동백동 599,회원제형태 - 기타4,,127.1606945,37.2831634
티바두마리치킨(동백점),"경기 용인시 기흥구 동백7로 96 상가-101 (동백동,백현마을한라비발디아파트)",일반휴게음식 - 스넥,031-281-9292,127.1608243,37.2800578
뻥튀기,경기 용인시 기흥구 평촌2로1번길 1 103호 (동백동),보건위생 - 미용원,031-285-0011,127.1536474,37.2817552
춘자육개장전문점,경기 용인시 기흥구 평촌2로2번길 7-3 1층 (동백동),일반휴게음식 - 일반한식,031-285-7714,127.1532004,37.2823863
백현아트스토리미술학원,"경기 용인시 기흥구 동백7로 83 307호 (동백동,중앙프라자)",학원 - 예?체능계학원,031-693-6678,127.1604196,37.2816463
더블유지엑스(W GX)스튜디오,경기 용인시 기흥구 동백8로 126 (동백동),회원제형태 - 레져업소,031-693-2299,127.1634554,37.2821436
비전손세차장,"경기 용인시 기흥구 언동로217번길 45-17 (동백동,외2필지제가동호,제나동호)",자동차정비 유지 - 세차장,031-898-3800,127.1499521,37.2780023
커피에반하다,"경기 용인시 기흥구 동백중앙로 358-5 (동백동,백현마을모아미래도상가103-2호)",일반휴게음식 - 서양음식,031-282-5279,127.1600241,37.2824711
명진종합상사,경기 용인시 기흥구 평촌3로 5-21 (동백동),보건위생 - 화장품,070-1447-0987,127.1529953,37.2799254
헤어비발디,"경기 용인시 기흥구 동백7로 100 (동백동,백현마을한라비발디상가207호)",보건위생 - 미용원,031-275-3380,127.1614974,37.2802787
동원e해법수학학원,"경기 용인시 기흥구 동백죽전대로 455-17,202호(동백동,동원로얄듀크아파트)",학원 - 보습학원,070-4239-9763,127.1488602,37.2799399
세븐일레븐동백한라비발디점,"경기 용인시 기흥구 동백7로 95 104(동백동,백현마을한라비발디상가동)",유통업 영리 - 편 의 점,,127.1613136,37.2807873
기흥대리점,경기 용인시 기흥구 평촌1로7번길 6-11 101호 (동백동),음료식품 - 기타음료식품,031-298-9608,127.1520319,37.2837704
동백미소약국,"경기 용인시 기흥구 동백중앙로 358-19 106호 (동백동,미래도프라자)",약국 - 약국,031-693-6097,127.1608964,37.2815742
경기유통,"경기 용인시 기흥구 동백죽전대로 455-10 105-101호 (동백동,해든마을동문굿모닝힐)",회원제형태 - 기타4,070-7717-8265,127.1511344,37.280707
최상인비전학원/(주)최상인비전,"경기 용인시 기흥구 동백중앙로 356 7층 (동백동,지우프라자)",학원 - 보습학원,031-274-8838,127.159624,37.2824121
이정영어수학전문학원,"경기 용인시 기흥구 동백7로 79, 301(동백동,두빈빌딩)",학원 - 보습학원,031-284-1090,127.159977,37.2817305
보육사(용인),경기 용인시 기흥구 평촌2로1번길 4-5 (동백동),서적문구 - 기타서적문구,031-287-6216,127.1531119,37.2813013
고봉민김밥인,경기 용인시 기흥구 동백7로 79 두빈빌딩 제1층 제103호 (동백동),일반휴게음식 - 일반한식,031-286-5477,127.159977,37.2817305
연세열린음악학원,경기 용인시 기흥구 동백중앙로 358-8 (동백동),학원 - 예?체능계학원,031-693-8539,127.160035,37.2820403
열매상사,경기 용인시 기흥구 향린1로88번길 12 102호 향린촌연립주택 (동백동),유통업 영리 - 기타유통업,031-283-7020,127.1662085,37.2937917
세븐일레븐동백제일점,"경기 용인시 기흥구 평촌1로8번길 14 (동백동,102호)",유통업 영리 - 편 의 점,,127.1531352,37.2853638
브람스 피아노교습소,"경기 용인시 기흥구 동백동 동일하이빌상가 3층 302,303호",학원 - 예?체능계학원,031-693-2777,127.1564484,37.2791563
엔브로즈,"경기 용인시 기흥구 동백중앙로 358-12 102호(동백동,백현마을유타운상가)",유통업 영리 - 슈퍼마켓,031-8005-5534,127.1601975,37.2819869
유로 인테리어,"경기 용인시 기흥구 평촌2로1번길 16-14,지하층(동백동)",건축자재 - 인테리어전문,031-284-7757,127.1536311,37.2803383
H핫요가,"경기 용인시 기흥구 동백중앙로 356 6층 (동백동,지우프라자)",회원제형태 - 레져업소,031-274-7757,127.159624,37.2824121
몸마인드센터(mohmind center),경기 용인시 기흥구 평촌3로 14 (동백동),레저업소 - 헬스클럽,031-283-1909,127.1528169,37.2806788
